STATE_CODE,COUNTY_NAME,COUNTY_CODE,PLACE_NAME,PLACE_TYPE,PLACE_CODE
ME,Androscoggin,001,Auburn,City of,02060
ME,Androscoggin,001,Danville,,02060
ME,Androscoggin,001,Danville Corner,,02060
ME,Androscoggin,001,East Auburn,,02060
ME,Androscoggin,001,Harmons Corner,,02060
ME,Androscoggin,001,Haskell Corner,,02060
ME,Androscoggin,001,Lewiston,City of,38740
ME,Androscoggin,001,Lewiston Junction,,02060
ME,Androscoggin,001,Littlefield Corner,,02060
ME,Androscoggin,001,Marston Corner,,02060
ME,Androscoggin,001,New Auburn,,02060
ME,Androscoggin,001,North Auburn,,02060
ME,Androscoggin,001,Rowe Corner,,02060
ME,Androscoggin,001,Rumford Junction,,02060
ME,Androscoggin,001,South Lewiston,,38740
ME,Androscoggin,001,West Auburn,,02060
ME,Androscoggin,001,Youngs Corner,,02060
ME,Cumberland,005,Brunswick,Town of,08430
ME,Cumberland,005,Cash Corner,,71990
ME,Cumberland,005,Cliff Island,,60545
ME,Cumberland,005,Cumberland Mills,,82105
ME,Cumberland,005,Cushing Island,,60545
ME,Cumberland,005,Deering,,60545
ME,Cumberland,005,Deering Junction,,60545
ME,Cumberland,005,East Deering,,60545
ME,Cumberland,005,East End,,60545
ME,Cumberland,005,Falmouth,Town of,24495
ME,Cumberland,005,Gorham,Town of,28240
ME,Cumberland,005,Highland Lake,,82105
ME,Cumberland,005,Knightville,,71990
ME,Cumberland,005,Nasons Corner,,60545
ME,Cumberland,005,Peaks Island,,60545
ME,Cumberland,005,Pleasantdale,,71990
ME,Cumberland,005,Portland,City of,60545
ME,Cumberland,005,Prides Corner,,82105
ME,Cumberland,005,Rosemont,,60545
ME,Cumberland,005,Scarborough,Town of,66145
ME,Cumberland,005,South Portland,City of,71990
ME,Cumberland,005,South Portland Gardens,,71990
ME,Cumberland,005,Stanwood Park,,71990
ME,Cumberland,005,Stroudwater,,60545
ME,Cumberland,005,Sunset Park,,71990
ME,Cumberland,005,Thornton Heights,,71990
ME,Cumberland,005,Trefethen,,60545
ME,Cumberland,005,West End,,60545
ME,Cumberland,005,Westbrook,City of,82105
ME,Cumberland,005,Windham,Town of,86025
ME,Cumberland,005,Woodfords,,60545
ME,Kennebec,011,Augusta,City of,02100
ME,Kennebec,011,Pelton Hill,,02100
ME,Kennebec,011,Waterville,City of,80740
ME,Penobscot,019,Bangor,City of,02795
ME,Penobscot,019,North Bangor,,02795
ME,Penobscot,019,Orono,Town of,55565
ME,York,031,Bay View,,64675
ME,York,031,Biddeford,City of,04860
ME,York,031,Biddeford Pool,,04860
ME,York,031,Boothbay Park,,64675
ME,York,031,Camp Ellis,,64675
ME,York,031,Concordville,,87985
ME,York,031,Ferry Beach,,64675
ME,York,031,Five Points,,04860
ME,York,031,Fortunes Rocks,,04860
ME,York,031,Guinea Corner,,04860
ME,York,031,Hills Beach,,04860
ME,York,031,Kennebunk,Town of,36535
ME,York,031,Kinney Shores,,64675
ME,York,031,Long Beach,,87985
ME,York,031,Newtown,,04860
ME,York,031,Oak Ridge,,04860
ME,York,031,Saco,City of,64675
ME,York,031,Sanford,Town of,65760
ME,York,031,York,Town of,87985
MI,Allegan,005,Holland,City of,38640
MI,Alpena,007,Alpena,City of,01740
MI,Alpena,007,Alpena Junction,,01740
MI,Bay,017,Bangor,Charter Township of,05120
MI,Bay,017,Bay City,City of,06020
MI,Bay,017,Midland,City of,53780
MI,Bay,017,Monitor,Charter Township of,54980
MI,Berrien,021,Benton,Charter Township of,07400
MI,Berrien,021,Benton Harbor,City of,07520
MI,Berrien,021,Lincoln,Charter Township of,47600
MI,Berrien,021,Niles,City of,57760
MI,Berrien,021,Niles,Township of,57780
MI,Berrien,021,Saint Joseph,Charter Township of,70980
MI,Berrien,021,Shoreham,Village of,70980
MI,Berrien,021,Stevensville,Village of,47600
MI,Branch,023,Coldwater,City of,17020
MI,Calhoun,025,Battle Creek,City of,05920
MI,Calhoun,025,Emmett,Charter Township of,25935
MI,Calhoun,025,Lakeview,,05920
MI,Calhoun,025,Orchard Park,,05920
MI,Calhoun,025,Springfield Place,,05920
MI,Calhoun,025,Urbandale,,05920
MI,Cass,027,Niles,City of,57760
MI,Chippewa,033,Sault Sainte Marie,City of,71740
MI,Chippewa,033,Shallows,,71740
MI,Clinton,037,Bath,Charter Township of,05900
MI,Clinton,037,DeWitt,Charter Township of,22140
MI,Clinton,037,East Lansing,City of,24120
MI,Delta,041,Escanaba,City of,26360
MI,Eaton,045,Delta,Charter Township of,21520
MI,Eaton,045,Lansing,City of,46000
MI,Genesee,049,Belsay,,12060
MI,Genesee,049,Burton,City of,12060
MI,Genesee,049,Davison,Township of,19900
MI,Genesee,049,Fenton,City of,27760
MI,Genesee,049,Fenton,Charter Township of,27780
MI,Genesee,049,Flint,City of,29000
MI,Genesee,049,Flint,Charter Township of,29020
MI,Genesee,049,Flushing,Charter Township of,29220
MI,Genesee,049,Genesee,Charter Township of,31800
MI,Genesee,049,Grand Blanc,Charter Township of,33300
MI,Genesee,049,Lapeer Heights,,12060
MI,Genesee,049,Mount Morris,Township of,55980
MI,Genesee,049,Mundy,Township of,56160
MI,Genesee,049,Vienna,Charter Township of,82380
MI,Grand Traverse,055,East Bay,Township of,23800
MI,Grand Traverse,055,Garfield,Charter Township of,31580
MI,Grand Traverse,055,Traverse City,City of,80340
MI,Ingham,065,Delhi,Charter Township of,21420
MI,Ingham,065,East Lansing,City of,24120
MI,Ingham,065,Lansing,City of,46000
MI,Ingham,065,Meridian,Charter Township of,53140
MI,Ionia,067,Ionia,City of,40860
MI,Isabella,073,Mount Pleasant,City of,56020
MI,Isabella,073,Union,Charter Township of,81340
MI,Jackson,075,Blackman,Charter Township of,08760
MI,Jackson,075,Jackson,City of,41420
MI,Jackson,075,Leoni,Township of,46980
MI,Jackson,075,Summit,Township of,77200
MI,Kalamazoo,077,Comstock,Charter Township of,17680
MI,Kalamazoo,077,Cooper,Charter Township of,17980
MI,Kalamazoo,077,Kalamazoo,City of,42160
MI,Kalamazoo,077,Kalamazoo,Charter Township of,42180
MI,Kalamazoo,077,Milwood,,42160
MI,Kalamazoo,077,Oakwood,,42160
MI,Kalamazoo,077,Oshtemo,Charter Township of,61400
MI,Kalamazoo,077,Portage,City of,65560
MI,Kalamazoo,077,Texas,Charter Township of,79300
MI,Kent,081,Ada,Township of,00240
MI,Kent,081,Alpine,Township of,01840
MI,Kent,081,Byron,Township of,12240
MI,Kent,081,Caledonia,Township of,12500
MI,Kent,081,Cannon,Township of,13080
MI,Kent,081,Cascade,Charter Township of,13660
MI,Kent,081,East Grand Rapids,City of,23980
MI,Kent,081,East Paris,,42820
MI,Kent,081,Gaines,Charter Township of,31240
MI,Kent,081,Grand Rapids,City of,34000
MI,Kent,081,Grand Rapids,Charter Township of,34020
MI,Kent,081,Grandville,City of,34160
MI,Kent,081,Kentwood,City of,42820
MI,Kent,081,Kinney,,82960
MI,Kent,081,Plainfield,Charter Township of,64660
MI,Kent,081,Standale,,82960
MI,Kent,081,Walker,City of,82960
MI,Kent,081,Wyoming,City of,88940
MI,Leelanau,089,Traverse City,City of,80340
MI,Lenawee,091,Adrian,City of,00440
MI,Livingston,093,Brighton,Township of,10640
MI,Livingston,093,Fenton,City of,27760
MI,Livingston,093,Genoa,Township of,31860
MI,Livingston,093,Green Oak,Township of,35060
MI,Livingston,093,Hamburg,Township of,36100
MI,Livingston,093,Hartland,Township of,37040
MI,Livingston,093,Oceola,Township of,60120
MI,Livingston,093,Tyrone,Township of,81160
MI,Macomb,099,Chesterfield,Township of,15340
MI,Macomb,099,Clinton,Charter Township of,16520
MI,Macomb,099,Eastpointe,City of,24290
MI,Macomb,099,Fraser,City of,30420
MI,Macomb,099,Harrison,Charter Township of,36820
MI,Macomb,099,Lenox,Township of,46900
MI,Macomb,099,Macomb,Township of,50480
MI,Macomb,099,Mount Clemens,City of,55820
MI,Macomb,099,New Baltimore,City of,57100
MI,Macomb,099,New Haven,Village of,46900
MI,Macomb,099,Roseville,City of,69800
MI,Macomb,099,Saint Clair Shores,City of,70760
MI,Macomb,099,Shelby,Charter Township of,72820
MI,Macomb,099,Sterling Heights,City of,76460
MI,Macomb,099,Warren,City of,84000
MI,Macomb,099,Washington,Township of,84120
MI,Marquette,103,Marquette,City of,51900
MI,Mecosta,107,Big Rapids,City of,08300
MI,Midland,111,Dean,,53780
MI,Midland,111,Midland,City of,53780
MI,Monroe,115,Bedford,Township of,06740
MI,Monroe,115,Frenchtown,Township of,30820
MI,Monroe,115,Monroe,City of,55020
MI,Monroe,115,Monroe,Charter Township of,55040
MI,Muskegon,121,Fruitport,Charter Township of,31020
MI,Muskegon,121,Muskegon,City of,56320
MI,Muskegon,121,Muskegon,Charter Township of,56340
MI,Muskegon,121,Muskegon Heights,City of,56360
MI,Muskegon,121,Norton Shores,City of,59140
MI,Oakland,125,Auburn Heights,,04105
MI,Oakland,125,Auburn Hills,City of,04105
MI,Oakland,125,Berkley,City of,07660
MI,Oakland,125,Beverly Hills,Village of,74920
MI,Oakland,125,Big Beaver,,80700
MI,Oakland,125,Bingham Farms,Village of,74920
MI,Oakland,125,Birmingham,City of,08640
MI,Oakland,125,Bloomfield,Charter Township of,09110
MI,Oakland,125,Brandon,Charter Township of,10040
MI,Oakland,125,Clarenceville,,27440
MI,Oakland,125,Clawson,City of,16160
MI,Oakland,125,Commerce,Charter Township of,17640
MI,Oakland,125,Farmington,City of,27380
MI,Oakland,125,Farmington Acres,,27440
MI,Oakland,125,Farmington Hills,City of,27440
MI,Oakland,125,Fenton,City of,27760
MI,Oakland,125,Ferndale,City of,27880
MI,Oakland,125,Franklin,Village of,74920
MI,Oakland,125,Hazel Park,City of,37420
MI,Oakland,125,Highland,Charter Township of,38080
MI,Oakland,125,Holly,Township of,38720
MI,Oakland,125,Independence,Charter Township of,40400
MI,Oakland,125,Lake Orion,Village of,61100
MI,Oakland,125,Lyon,Charter Township of,49820
MI,Oakland,125,Madison Heights,City of,50560
MI,Oakland,125,Milford,Charter Township of,53980
MI,Oakland,125,North Farmington,,27440
MI,Oakland,125,Novi,City of,59440
MI,Oakland,125,Oak Park,City of,59920
MI,Oakland,125,Oakland,Charter Township of,59820
MI,Oakland,125,Orion,Charter Township of,61100
MI,Oakland,125,Ortonville,Village of,10040
MI,Oakland,125,Oxford,Charter Township of,62040
MI,Oakland,125,Pontiac,City of,65440
MI,Oakland,125,Quakertown,,27440
MI,Oakland,125,Rochester,City of,69020
MI,Oakland,125,Rochester Hills,City of,69035
MI,Oakland,125,Royal Oak,City of,70040
MI,Oakland,125,South Lyon,City of,75100
MI,Oakland,125,Southfield,City of,74900
MI,Oakland,125,Southfield,Township of,74920
MI,Oakland,125,Springfield,Charter Township of,75760
MI,Oakland,125,Troy,City of,80700
MI,Oakland,125,Waterford,Charter Township of,84240
MI,Oakland,125,West Bloomfield,Charter Township of,85480
MI,Oakland,125,White Lake,Charter Township of,86860
MI,Oakland,125,Wixom,City of,88140
MI,Oakland,125,Wolverine Lake,Village of,17640
MI,Oakland,125,Wood Creek Farms,,27440
MI,Ottawa,139,Allendale,Charter Township of,01360
MI,Ottawa,139,Georgetown,Charter Township of,31880
MI,Ottawa,139,Grand Haven,City of,33340
MI,Ottawa,139,Grand Haven,Charter Township of,33360
MI,Ottawa,139,Holland,City of,38640
MI,Ottawa,139,Holland,Charter Township of,38660
MI,Ottawa,139,Park,Township of,62460
MI,Ottawa,139,Spring Lake,Township of,75840
MI,Saginaw,145,Bridgeport,Charter Township of,10460
MI,Saginaw,145,Saginaw,City of,70520
MI,Saginaw,145,Saginaw,Charter Township of,70540
MI,Saginaw,145,Thomas,Township of,79520
MI,Shiawassee,155,Owosso,City of,61940
MI,St. Clair,147,Fort Gratiot,Charter Township of,29760
MI,St. Clair,147,Port Huron,City of,65820
MI,St. Clair,147,Port Huron,Charter Township of,65840
MI,St. Clair,147,South Park,,65820
MI,St. Joseph,149,Sturgis,City of,76960
MI,Van Buren,159,Antwerp,Township of,03140
MI,Van Buren,159,Lawton,Village of,03140
MI,Van Buren,159,Mattawan,Village of,03140
MI,Washtenaw,161,Ann Arbor,City of,03000
MI,Washtenaw,161,Pittsfield,Charter Township of,64560
MI,Washtenaw,161,Scio,Township of,71940
MI,Washtenaw,161,Superior,Charter Township of,77560
MI,Washtenaw,161,Ypsilanti,City of,89140
MI,Washtenaw,161,Ypsilanti,Charter Township of,89160
MI,Wayne,163,Allen Park,City of,01380
MI,Wayne,163,Brownstown,Charter Township of,11220
MI,Wayne,163,Canton,Charter Township of,13120
MI,Wayne,163,Dearborn,City of,21000
MI,Wayne,163,Dearborn Heights,City of,21020
MI,Wayne,163,Delray,,22000
MI,Wayne,163,Detroit,City of,22000
MI,Wayne,163,French Landing,,81660
MI,Wayne,163,Garden City,City of,31420
MI,Wayne,163,Greenfield Village,,21000
MI,Wayne,163,Grosse Ile,Township of,35420
MI,Wayne,163,Grosse Pointe Park,City of,35540
MI,Wayne,163,Grosse Pointe Woods,City of,35580
MI,Wayne,163,Hamtramck,City of,36280
MI,Wayne,163,Harper Woods,City of,36700
MI,Wayne,163,Highland Park,City of,38180
MI,Wayne,163,Huron,Charter Township of,40040
MI,Wayne,163,Inkster,City of,40680
MI,Wayne,163,Lincoln Park,City of,47800
MI,Wayne,163,Livonia,City of,49000
MI,Wayne,163,Melvindale,City of,52940
MI,Wayne,163,Northville,Township of,59000
MI,Wayne,163,Oak,,22000
MI,Wayne,163,Plymouth,Charter Township of,65080
MI,Wayne,163,Redford,Charter Township of,67625
MI,Wayne,163,Riverview,City of,68880
MI,Wayne,163,Romulus,City of,69420
MI,Wayne,163,Southgate,City of,74960
MI,Wayne,163,Taylor,City of,79000
MI,Wayne,163,Trenton,City of,80420
MI,Wayne,163,Van Buren,Charter Township of,81660
MI,Wayne,163,Wayne,City of,84940
MI,Wayne,163,Westland,City of,86000
MI,Wayne,163,Woodhaven,City of,88380
MI,Wayne,163,Wyandotte,City of,88900
MI,Wexford,165,Cadillac,City of,12320
MN,Anoka,003,Andover,City of,01486
MN,Anoka,003,Anoka,City of,01720
MN,Anoka,003,Blaine,City of,06382
MN,Anoka,003,Columbia Heights,City of,12700
MN,Anoka,003,Constance,,01486
MN,Anoka,003,Coon Lake Beach,,17486
MN,Anoka,003,Coon Rapids,City of,13114
MN,Anoka,003,East Bethel,City of,17486
MN,Anoka,003,Fridley,City of,22814
MN,Anoka,003,Ham Lake,City of,26738
MN,Anoka,003,Johnsville,,06382
MN,Anoka,003,Lake Netta,,26738
MN,Anoka,003,Lino Lakes,City of,37322
MN,Anoka,003,Northdale,,13114
MN,Anoka,003,Oak Park,,06382
MN,Anoka,003,Ramsey,City of,53026
MN,Anoka,003,Soderville,,26738
MN,Anoka,003,Thompson Heights,,13114
MN,Anoka,003,Thompson Riverview Terrace,,13114
MN,Beltrami,007,Bemidji,City of,05068
MN,Benton,009,Saint Cloud,City of,56896
MN,Benton,009,Sartell,City of,58612
MN,Benton,009,Sauk Rapids,City of,58684
MN,Blue Earth,013,Mankato,City of,39878
MN,Blue Earth,013,North Mankato,City of,47068
MN,Brown,015,New Ulm,City of,46042
MN,Carlton,017,Cloquet,City of,12160
MN,Carver,019,Chanhassen,City of,10918
MN,Carver,019,Chaska,City of,10972
MN,Carver,019,Waconia,City of,67432
MN,Chisago,025,Branch,,46798
MN,Chisago,025,North Branch,City of,46798
MN,Clay,027,Moorhead,City of,43864
MN,Crow Wing,035,Brainerd,City of,07300
MN,Dakota,037,Antlers Park,,35180
MN,Dakota,037,Apple Valley,City of,01900
MN,Dakota,037,Argonne,,35180
MN,Dakota,037,Burnsville,City of,08794
MN,Dakota,037,Cedar Grove,,17288
MN,Dakota,037,Eagan,City of,17288
MN,Dakota,037,Farmington,City of,20618
MN,Dakota,037,Hastings,City of,27530
MN,Dakota,037,Inver Grove Heights,City of,31076
MN,Dakota,037,Lakeville,City of,35180
MN,Dakota,037,Mendota Heights,City of,41696
MN,Dakota,037,Nicols,,17288
MN,Dakota,037,Northfield,City of,46924
MN,Dakota,037,Port Cargill,,58738
MN,Dakota,037,Rosemount,City of,55726
MN,Dakota,037,Roseport,,31076
MN,Dakota,037,South Saint Paul,City of,61492
MN,Dakota,037,West Saint Paul,City of,69700
MN,Douglas,041,Alexandria,City of,00928
MN,Freeborn,047,Albert Lea,City of,00694
MN,Goodhue,049,Red Wing,City of,53620
MN,Hennepin,053,Atwood,,18188
MN,Hennepin,053,Bloomington,City of,06616
MN,Hennepin,053,Brooklyn Center,City of,07948
MN,Hennepin,053,Brooklyn Park,City of,07966
MN,Hennepin,053,Champlin,City of,10846
MN,Hennepin,053,Chanhassen,City of,10918
MN,Hennepin,053,Crystal,City of,14158
MN,Hennepin,053,Eden Prairie,City of,18116
MN,Hennepin,053,Edina,City of,18188
MN,Hennepin,053,Glen Lake,,43252
MN,Hennepin,053,Glenwood Junction,,24308
MN,Hennepin,053,Golden Valley,City of,24308
MN,Hennepin,053,Hopkins,City of,30140
MN,Hennepin,053,Maple Grove,City of,40166
MN,Hennepin,053,Minneapolis,City of,43000
MN,Hennepin,053,Minnetonka,City of,43252
MN,Hennepin,053,Minnetonka Mills,,43252
MN,Hennepin,053,New Hope,City of,45628
MN,Hennepin,053,Oak Knoll,,43252
MN,Hennepin,053,Plymouth,City of,51730
MN,Hennepin,053,Richfield,City of,54214
MN,Hennepin,053,Robbinsdale,City of,54808
MN,Hennepin,053,Saint Louis Park,City of,57220
MN,Itasca,061,Grand Rapids,City of,25118
MN,Kandiyohi,067,Willmar,City of,70420
MN,Le Sueur,079,Mankato,City of,39878
MN,Lyon,083,Marshall,City of,40688
MN,Martin,091,Fairmont,City of,20330
MN,McLeod,085,Hutchinson,City of,30644
MN,Mower,099,Austin,City of,02908
MN,Nicollet,103,Mankato,City of,39878
MN,Nicollet,103,North Mankato,City of,47068
MN,Nicollet,103,Saint Peter,City of,58036
MN,Nobles,105,Worthington,City of,71734
MN,Olmsted,109,Rochester,City of,54880
MN,Otter Tail,111,Fergus Falls,City of,20906
MN,Ramsey,123,Blaine,City of,06382
MN,Ramsey,123,Cardigan Junction,,59998
MN,Ramsey,123,Gladstone,,40382
MN,Ramsey,123,Gloster,,40382
MN,Ramsey,123,Hoffmans Corner,,66460
MN,Ramsey,123,Lake Shore Park,,69970
MN,Ramsey,123,Maplewood,City of,40382
MN,Ramsey,123,Mounds View,City of,44530
MN,Ramsey,123,New Brighton,City of,45430
MN,Ramsey,123,North Saint Paul,City of,47221
MN,Ramsey,123,Roseville,City of,55852
MN,Ramsey,123,Saint Paul,City of,58000
MN,Ramsey,123,Shoreview,City of,59998
MN,Ramsey,123,Vadnais Heights,City of,66460
MN,Ramsey,123,White Bear,Township of,69916
MN,Ramsey,123,White Bear Lake,City of,69970
MN,Rice,131,Faribault,City of,20546
MN,Rice,131,Northfield,City of,46924
MN,Scott,139,Barden,,59350
MN,Scott,139,Port Cargill,,58738
MN,Scott,139,Prior Lake,City of,52594
MN,Scott,139,Savage,City of,58738
MN,Scott,139,Shakopee,City of,59350
MN,Sherburne,141,Big Lake,City of,05752
MN,Sherburne,141,Elk River,City of,18674
MN,Sherburne,141,Saint Cloud,City of,56896
MN,St. Louis,137,Bayview,,17000
MN,St. Louis,137,Brooklyn,,28790
MN,St. Louis,137,Duluth,City of,17000
MN,St. Louis,137,Duluth Heights,,17000
MN,St. Louis,137,Fond du Lac,,17000
MN,St. Louis,137,Gary,,17000
MN,St. Louis,137,Hibbing,City of,28790
MN,St. Louis,137,Hunters Park,,17000
MN,St. Louis,137,Kitzville,,28790
MN,St. Louis,137,Lakewood,,17000
MN,St. Louis,137,Lester Park,,17000
MN,St. Louis,137,Missabe Junction,,17000
MN,St. Louis,137,Morgan Park,,17000
MN,St. Louis,137,New Duluth,,17000
MN,St. Louis,137,Oneota,,17000
MN,St. Louis,137,Riverside,,17000
MN,St. Louis,137,Ruby Junction,,28790
MN,St. Louis,137,Smithville,,17000
MN,St. Louis,137,Steelton,,17000
MN,St. Louis,137,West Duluth,,17000
MN,St. Louis,137,Woodland,,17000
MN,Stearns,145,Saint Cloud,City of,56896
MN,Stearns,145,Sartell,City of,58612
MN,Steele,147,Owatonna,City of,49300
MN,Washington,163,Cottage Grove,City of,13456
MN,Washington,163,East Cottage Grove,,13456
MN,Washington,163,Forest Lake,City of,21770
MN,Washington,163,Hastings,City of,27530
MN,Washington,163,Hugo,City of,30392
MN,Washington,163,Langdon,,13456
MN,Washington,163,Oakdale,City of,47680
MN,Washington,163,Stillwater,City of,62824
MN,Washington,163,White Bear Lake,City of,69970
MN,Washington,163,Woodbury,City of,71428
MN,Winona,169,Sugarloaf,,71032
MN,Winona,169,Winona,City of,71032
MN,Wright,171,Buffalo,City of,08452
MN,Wright,171,Monticello,City of,43774
MN,Wright,171,Otsego,City of,49138
MN,Wright,171,Saint Michael,City of,57346
MO,Adair,001,Kirksville,City of,39026
MO,Audrain,007,Mexico,City of,47648
MO,Boone,019,Columbia,City of,15670
MO,Buchanan,021,Kirschner,,64550
MO,Buchanan,021,Saint Joseph,City of,64550
MO,Butler,023,Poplar Bluff,City of,59096
MO,Callaway,027,Cedar City,,37000
MO,Callaway,027,Fulton,City of,26182
MO,Callaway,027,Jefferson City,City of,37000
MO,Cape Girardeau,031,Cape Girardeau,City of,11242
MO,Cape Girardeau,031,Jackson,City of,35648
MO,Cass,037,Belton,City of,04384
MO,Cass,037,Harrisonville,City of,30610
MO,Cass,037,Kansas City,City of,38000
MO,Cass,037,Lees Summit,,41348
MO,Cass,037,Lee's Summit,City of,41348
MO,Cass,037,Raymore,City of,60752
MO,Christian,043,Nixa,City of,52616
MO,Christian,043,Ozark,City of,55766
MO,Christian,043,Republic,City of,61238
MO,Christian,043,Springfield,City of,70000
MO,Clay,047,Barry,,38000
MO,Clay,047,Crescent Lake,,23086
MO,Clay,047,Excelsior Springs,City of,23086
MO,Clay,047,Gashland,,38000
MO,Clay,047,Gladstone,City of,27190
MO,Clay,047,Independence,City of,35000
MO,Clay,047,Kansas City,City of,38000
MO,Clay,047,Liberty,City of,42032
MO,Clay,047,Minneville,,38000
MO,Clay,047,Nashua,,38000
MO,Clay,047,Northern Heights,,38000
MO,Clay,047,Oakwood Manor,,27190
MO,Clay,047,South Liberty,,42032
MO,Clay,047,Winnwood Gardens,,38000
MO,Cole,051,Jefferson City,City of,37000
MO,Dunklin,069,Kennett,City of,38306
MO,Franklin,071,Union,City of,74626
MO,Franklin,071,Washington,City of,77416
MO,Greene,077,Brookline,,61238
MO,Greene,077,Galloway,,70000
MO,Greene,077,Republic,City of,61238
MO,Greene,077,Sequiota,,70000
MO,Greene,077,Springfield,City of,70000
MO,Howell,091,West Plains,City of,78928
MO,Jackson,095,Belvidere,,28324
MO,Jackson,095,Blue Springs,City of,06652
MO,Jackson,095,Centropolis,,38000
MO,Jackson,095,Dallas,,38000
MO,Jackson,095,Dodson,,38000
MO,Jackson,095,East Independence,,35000
MO,Jackson,095,Englewood,,35000
MO,Jackson,095,Fairmount,,35000
MO,Jackson,095,Flinn,,38000
MO,Jackson,095,Grain Valley,City of,28090
MO,Jackson,095,Grandview,City of,28324
MO,Jackson,095,Hickman Mills,,38000
MO,Jackson,095,Holmes Park,,38000
MO,Jackson,095,Independence,City of,35000
MO,Jackson,095,Indian Village,,38000
MO,Jackson,095,Jeffreys,,38000
MO,Jackson,095,Kansas City,City of,38000
MO,Jackson,095,Knobtown,,38000
MO,Jackson,095,Leeds,,38000
MO,Jackson,095,Lees Summit,,41348
MO,Jackson,095,Lee's Summit,City of,41348
MO,Jackson,095,Little Blue,,38000
MO,Jackson,095,Longview,,41348
MO,Jackson,095,Martin City,,38000
MO,Jackson,095,Melville,,38000
MO,Jackson,095,New Santa Fe,,38000
MO,Jackson,095,Raytown,City of,60788
MO,Jackson,095,Red Bridge,,38000
MO,Jackson,095,Rock Creek Junction,,38000
MO,Jackson,095,Ruskin,,38000
MO,Jackson,095,Ruskin Heights,,38000
MO,Jackson,095,Vale,,38000
MO,Jackson,095,Waldo,,38000
MO,Jackson,095,Westport,,38000
MO,Jasper,097,Carthage,City of,11656
MO,Jasper,097,Chitwood,,37592
MO,Jasper,097,Iron Gates,,37592
MO,Jasper,097,Joplin,City of,37592
MO,Jasper,097,Oakland Park,,78118
MO,Jasper,097,Webb City,City of,78118
MO,Jefferson,099,Arnold,City of,01972
MO,Jefferson,099,Beck,,01972
MO,Jefferson,099,Festus,City of,24094
MO,Jefferson,099,Maxville,,01972
MO,Jefferson,099,Ten Brook,,01972
MO,Johnson,101,Warrensburg,City of,77092
MO,Laclede,105,Lebanon,City of,41168
MO,Lincoln,113,Troy,City of,73942
MO,Marion,127,Hannibal,City of,30214
MO,Marion,127,Oakwood,,30214
MO,New Madrid,143,Sikeston,City of,67790
MO,Newton,145,Gateway Drive,,37592
MO,Newton,145,Joplin,City of,37592
MO,Newton,145,Midway,,37592
MO,Newton,145,Neosho,City of,51572
MO,Newton,145,Sunnyvale,,37592
MO,Nodaway,147,Maryville,City of,46640
MO,Pettis,159,Sedalia,City of,66440
MO,Phelps,161,Rolla,City of,62912
MO,Platte,165,Barry,,38000
MO,Platte,165,Breen Acres,,38000
MO,Platte,165,Kansas City,City of,38000
MO,Platte,165,Linkville,,38000
MO,Platte,165,Northern Heights,,38000
MO,Platte,165,Parkdale,,38000
MO,Platte,165,Tiffany Springs,,38000
MO,Polk,167,Bolivar,City of,06976
MO,Ralls,173,Hannibal,City of,30214
MO,Ralls,173,Oakwood,,30214
MO,Randolph,175,Moberly,City of,49034
MO,Ray,177,Excelsior Springs,City of,23086
MO,Saline,195,Marshall,City of,46316
MO,Scott,201,Cape Girardeau,City of,11242
MO,Scott,201,Sikeston,City of,67790
MO,St. Charles,183,Dardenne Prairie,City of,18253
MO,St. Charles,183,Lake Saint Louis,City of,40043
MO,St. Charles,183,O'Fallon,City of,54074
MO,St. Charles,183,Saint Charles,City of,64082
MO,St. Charles,183,Saint Peters,City of,65126
MO,St. Charles,183,Wentzville,City of,78442
MO,St. Francois,187,Farmington,City of,23752
MO,St. Louis,189,Ballwin,City of,03160
MO,St. Louis,189,Bellefontaine Neighbors,City of,04222
MO,St. Louis,189,Bridgeton,City of,08398
MO,St. Louis,189,Bridgeton Terrace,,08398
MO,St. Louis,189,Chesterfield,City of,13600
MO,St. Louis,189,Clayton,City of,14572
MO,St. Louis,189,Crestwood,City of,17218
MO,St. Louis,189,Creve Coeur,City of,17272
MO,St. Louis,189,Eureka,City of,22834
MO,St. Louis,189,Ferguson,City of,23986
MO,St. Louis,189,Florissant,City of,24778
MO,St. Louis,189,Hazelwood,City of,31276
MO,St. Louis,189,Jennings,City of,37178
MO,St. Louis,189,Kirkwood,City of,39044
MO,St. Louis,189,Manchester,City of,45668
MO,St. Louis,189,Maryland Heights,City of,46586
MO,St. Louis,189,Meacham Park,,39044
MO,St. Louis,189,Osage Hills,,39044
MO,St. Louis,189,Overland,City of,55550
MO,St. Louis,189,Saint Ann,City of,63956
MO,St. Louis,189,Town and Country,City of,73618
MO,St. Louis,189,University City,City of,75220
MO,St. Louis,189,Webster Groves,City of,78154
MO,St. Louis,189,Wildwood,City of,79820
MO,St. Louis,189,Windsor Springs,,39044
MO,St. Louis (city),510,Baden,,65000
MO,St. Louis (city),510,Carondelet,,65000
MO,St. Louis (city),510,Clifton Heights,,65000
MO,St. Louis (city),510,Saint Louis,City of,65000
MO,St. Louis (city),510,Tower Grove,,65000
MO,Stone,209,Branson,City of,07966
MO,Taney,213,Branson,City of,07966
MO,Taney,213,Table Rock,,07966
MS,Adams,001,Natchez,City of,50440
MS,Alcorn,003,Corinth,City of,15700
MS,Bolivar,011,Cleveland,City of,14260
